SCAT_ID	CCB_ID	JGI_ID
SCAT_1584	embl-cds:CCB74304	2504912111
SCAT_1585	embl-cds:CCB74305	2504912110
SCAT_1586	embl-cds:CCB74306	2504912109
SCAT_1587	embl-cds:CCB74307	2504912108
SCAT_1588	embl-cds:CCB74308	2504912107
SCAT_1589	embl-cds:CCB74309	2504912106
SCAT_1590	embl-cds:CCB74310	2504912105
SCAT_1591	embl-cds:CCB74311	2504912104
SCAT_1592	embl-cds:CCB74312	2504912103
SCAT_1593	embl-cds:CCB74313	2504912102
SCAT_1594	embl-cds:CCB74314	2504912101
SCAT_1595	embl-cds:CCB74315	2504912100
SCAT_1596	embl-cds:CCB74316	2504912099
SCAT_1597	embl-cds:CCB74317	2504912098
SCAT_1598	embl-cds:CCB74318	2504912097
SCAT_1599	embl-cds:CCB74319	2504912096
SCAT_1600	embl-cds:CCB74320	2504912095
SCAT_1601	embl-cds:CCB74321	2504912094
SCAT_1602	embl-cds:CCB74322	2504912093
SCAT_1603	embl-cds:CCB74323	2504912092
SCAT_1604	embl-cds:CCB74324	2504912091
SCAT_1605	embl-cds:CCB74325	2504912090
SCAT_1606	embl-cds:CCB74326	2504912089
SCAT_1607	embl-cds:CCB74327	2504912088
SCAT_1608	embl-cds:CCB74328	2504912087
SCAT_1609	embl-cds:CCB74329	2504911172
SCAT_1610	embl-cds:CCB74330	2504911173
SCAT_1611	embl-cds:CCB74331	2504911174
SCAT_1612	embl-cds:CCB74332	2504911175
SCAT_1613	embl-cds:CCB74333	2504911176
SCAT_1614	embl-cds:CCB74334	2504911177
SCAT_1615	embl-cds:CCB74335	2504911178
SCAT_1616	embl-cds:CCB74336	no IMG ID
SCAT_1617	embl-cds:CCB74337	2504911180
SCAT_1618	embl-cds:CCB74338	2504911181
SCAT_1619	embl-cds:CCB74339	2504911182
SCAT_1620	embl-cds:CCB74340	2504911184
SCAT_1621	embl-cds:CCB74341	2504911185
SCAT_1622	embl-cds:CCB74342	2504911186
SCAT_1623	embl-cds:CCB74343	2504911187
SCAT_1624	embl-cds:CCB74344	2504911188
SCAT_1625	embl-cds:CCB74345	2504911189
SCAT_1626	embl-cds:CCB74346	2504911190
SCAT_1627	embl-cds:CCB74347	2504911191
SCAT_1628	embl-cds:CCB74348	2504911192
SCAT_1629	embl-cds:CCB74349	2504911193
SCAT_1630	embl-cds:CCB74350	2504911194
SCAT_1631	embl-cds:CCB74351	2504911195
SCAT_1632	embl-cds:CCB74352	2504911196
SCAT_1633	embl-cds:CCB74353	2504911197
SCAT_1634	embl-cds:CCB74354	2504911198
SCAT_1635	embl-cds:CCB74355	no IMG ID
SCAT_1636	embl-cds:CCB74356	no IMG ID
SCAT_1637	embl-cds:CCB74357	2504913216
SCAT_1638	embl-cds:CCB74358	2504906839
SCAT_1639	embl-cds:CCB74359	no IMG ID
SCAT_1640	embl-cds:CCB74360	2504906856
SCAT_1641	embl-cds:CCB74361	2504906855
SCAT_1642	embl-cds:CCB74362	no IMG ID
SCAT_1643	embl-cds:CCB74363	2504912859
SCAT_1644	embl-cds:CCB74364	2504906853
SCAT_1645	embl-cds:CCB74365	no IMG ID
SCAT_1646	embl-cds:CCB74366	2504906851
SCAT_1647	embl-cds:CCB74367	2504906850
SCAT_1648	embl-cds:CCB74368	2504906849
SCAT_1649	embl-cds:CCB74369	no IMG ID
SCAT_1650	embl-cds:CCB74370	2504906847
SCAT_1651	embl-cds:CCB74371	2504906846
SCAT_1652	embl-cds:CCB74372	no IMG ID
SCAT_1653	embl-cds:CCB74373	2504906845
SCAT_1654	embl-cds:CCB74374	2504906844
SCAT_1655	embl-cds:CCB74375	no IMG ID
SCAT_1656	embl-cds:CCB74376	2504906843
SCAT_1657	embl-cds:CCB74377	2504906922
SCAT_1658	embl-cds:CCB74378	2504906921
SCAT_1659	embl-cds:CCB74379	2504906920
SCAT_1660	embl-cds:CCB74380	2504906919
SCAT_1661	embl-cds:CCB74381	no IMG ID
SCAT_1662	embl-cds:CCB74382	no IMG ID
SCAT_1663	embl-cds:CCB74383	no IMG ID
SCAT_1664	embl-cds:CCB74384	2504906917
SCAT_1665	embl-cds:CCB74385	no IMG ID
SCAT_1666	embl-cds:CCB74386	2504906916
SCAT_1667	embl-cds:CCB74387	2504906915
SCAT_1668	embl-cds:CCB74388	2504906914
SCAT_1669	embl-cds:CCB74389	2504906913
SCAT_1670	embl-cds:CCB74390	2504906912
SCAT_1671	embl-cds:CCB74391	2504906910
SCAT_1672	embl-cds:CCB74392	2504906909
SCAT_1673	embl-cds:CCB74393	2504906908
SCAT_1674	embl-cds:CCB74394	2504906907
SCAT_1675	embl-cds:CCB74395	no IMG ID
SCAT_1676	embl-cds:CCB74396	2504906905
SCAT_1677	embl-cds:CCB74397	2504906904
SCAT_1678	embl-cds:CCB74398	2504906903
SCAT_1679	embl-cds:CCB74399	2504906902
SCAT_1680	embl-cds:CCB74400	2504906901
SCAT_1681	embl-cds:CCB74401	2504906900
SCAT_1682	embl-cds:CCB74402	2504906899
SCAT_1683	embl-cds:CCB74403	2504906898
SCAT_1684	embl-cds:CCB74404	2504906897
SCAT_1685	embl-cds:CCB74405	2504906896
SCAT_1686	embl-cds:CCB74406	2504906895
SCAT_1687	embl-cds:CCB74407	2504906894
SCAT_1688	embl-cds:CCB74408	2504906893
SCAT_1689	embl-cds:CCB74409	2504906892
SCAT_1690	embl-cds:CCB74410	2504906891
SCAT_1691	embl-cds:CCB74411	2504906890
SCAT_1692	embl-cds:CCB74412	2504906889
SCAT_1693	embl-cds:CCB74413	2504906888
SCAT_1694	embl-cds:CCB74414	2504906887
SCAT_1695	embl-cds:CCB74415	2504906886
SCAT_1696	embl-cds:CCB74416	2504906885
SCAT_1697	embl-cds:CCB74417	2504906884
SCAT_1698	embl-cds:CCB74418	2504906883
SCAT_1699	embl-cds:CCB74419	2504906882
SCAT_1700	embl-cds:CCB74420	2504906881
SCAT_1701	embl-cds:CCB74421	2504906880
SCAT_1702	embl-cds:CCB74422	2504906879
SCAT_1703	embl-cds:CCB74423	2504906878
SCAT_1704	embl-cds:CCB74424	2504906877
SCAT_1705	embl-cds:CCB74425	2504906876
SCAT_1706	embl-cds:CCB74426	2504906875
SCAT_1707	embl-cds:CCB74427	2504906874
SCAT_1708	embl-cds:CCB74428	2504906873
SCAT_1709	embl-cds:CCB74429	2504906872
SCAT_1710	embl-cds:CCB74430	2504906871
SCAT_1711	embl-cds:CCB74431	2504906870
SCAT_1712	embl-cds:CCB74432	no IMG ID
SCAT_1713	embl-cds:CCB74433	no IMG ID
SCAT_1714	embl-cds:CCB74434	2504906869
SCAT_1715	embl-cds:CCB74435	2504906868
SCAT_1716	embl-cds:CCB74436	2504906867
SCAT_1717	embl-cds:CCB74437	2504906866
SCAT_1718	embl-cds:CCB74438	no IMG ID
SCAT_1719	embl-cds:CCB74439	2504906865
SCAT_1720	embl-cds:CCB74440	2504906864
SCAT_1721	embl-cds:CCB74441	2504906863
SCAT_1722	embl-cds:CCB74442	2504906862
SCAT_1723	embl-cds:CCB74443	2504906860
SCAT_1724	embl-cds:CCB74444	2504906859
SCAT_1725	embl-cds:CCB74445	2504906858
SCAT_1726	embl-cds:CCB74446	2504906857
SCAT_1727	embl-cds:CCB74447	2504906950
SCAT_1728	embl-cds:CCB74448	2504906949
SCAT_1729	embl-cds:CCB74449	2504906948
SCAT_1730	embl-cds:CCB74450	2504906947
SCAT_1731	embl-cds:CCB74451	2504906946
SCAT_1732	embl-cds:CCB74452	2504906945
SCAT_1733	embl-cds:CCB74453	2504906944
SCAT_1734	embl-cds:CCB74454	2504906943
SCAT_1735	embl-cds:CCB74455	2504906942
SCAT_1736	embl-cds:CCB74456	2504906941
SCAT_1737	embl-cds:CCB74457	2504906940
SCAT_1738	embl-cds:CCB74458	2504906939
SCAT_1739	embl-cds:CCB74459	2504906938
SCAT_1740	embl-cds:CCB74460	2504906937
SCAT_1741	embl-cds:CCB74461	2504906936
SCAT_1742	embl-cds:CCB74462	2504906935
SCAT_1743	embl-cds:CCB74463	no IMG ID
SCAT_1744	embl-cds:CCB74464	2504906932
SCAT_1745	embl-cds:CCB74465	2504906931
SCAT_1746	embl-cds:CCB74466	2504906930
SCAT_1747	embl-cds:CCB74467	2504906929
SCAT_1748	embl-cds:CCB74468	2504906928
SCAT_1749	embl-cds:CCB74469	2504906927
SCAT_1750	embl-cds:CCB74470	2504906926
SCAT_1751	embl-cds:CCB74471	2504906925
SCAT_1752	embl-cds:CCB74472	2504906924
SCAT_1753	embl-cds:CCB74473	2504907356
SCAT_1754	embl-cds:CCB74474	2504907355
SCAT_1755	embl-cds:CCB74475	2504907354
SCAT_1756	embl-cds:CCB74476	2504907353
SCAT_1757	embl-cds:CCB74477	2504907352
SCAT_1758	embl-cds:CCB74478	2504907351
SCAT_1759	embl-cds:CCB74479	2504907350
SCAT_1760	embl-cds:CCB74480	2504907349
SCAT_1761	embl-cds:CCB74481	2504907348
SCAT_1762	embl-cds:CCB74482	2504907347
SCAT_1763	embl-cds:CCB74483	2504907346
SCAT_1764	embl-cds:CCB74484	2504907345
SCAT_1765	embl-cds:CCB74485	2504907344
SCAT_1766	embl-cds:CCB74486	2504907343
SCAT_1767	embl-cds:CCB74487	2504907342
SCAT_1768	embl-cds:CCB74488	2504907341
SCAT_1769	embl-cds:CCB74489	2504907340
SCAT_1770	embl-cds:CCB74490	2504907339
SCAT_1771	embl-cds:CCB74491	2504907338
SCAT_1772	embl-cds:CCB74492	2504907337
SCAT_1773	embl-cds:CCB74493	2504907336
SCAT_1774	embl-cds:CCB74494	2504907335
SCAT_1775	embl-cds:CCB74495	2504907334
SCAT_1776	embl-cds:CCB74496	2504907333
SCAT_1777	embl-cds:CCB74497	2504907332
SCAT_1778	embl-cds:CCB74498	2504907331
SCAT_1779	embl-cds:CCB74499	no IMG ID
SCAT_1780	embl-cds:CCB74500	2504907330
SCAT_1781	embl-cds:CCB74501	2504907329
SCAT_1782	embl-cds:CCB74502	2504907328
SCAT_1783	embl-cds:CCB74503	2504907327
SCAT_1784	embl-cds:CCB74504	2504907326
SCAT_1785	embl-cds:CCB74505	2504907325
SCAT_1786	embl-cds:CCB74506	2504907324
SCAT_1787	embl-cds:CCB74507	no IMG ID
SCAT_1788	embl-cds:CCB74508	2504907323
SCAT_1789	embl-cds:CCB74509	2504907322
SCAT_1790	embl-cds:CCB74510	2504909958
SCAT_1791	embl-cds:CCB74511	2504907320
SCAT_1792	embl-cds:CCB74512	no IMG ID
SCAT_1793	embl-cds:CCB74513	no IMG ID
SCAT_1794	embl-cds:CCB74514	2504907316
SCAT_1795	embl-cds:CCB74515	2504907315
SCAT_1796	embl-cds:CCB74516	2504907313
SCAT_1797	embl-cds:CCB74517	2504907312
SCAT_1798	embl-cds:CCB74518	no IMG ID
SCAT_1799	embl-cds:CCB74519	2504907311
SCAT_1800	embl-cds:CCB74520	2504907310
SCAT_1801	embl-cds:CCB74521	2504907309
SCAT_1802	embl-cds:CCB74522	2504907308
SCAT_1803	embl-cds:CCB74523	2504910207
SCAT_1804	embl-cds:CCB74524	2504907307
SCAT_1805	embl-cds:CCB74525	2504907306
SCAT_1806	embl-cds:CCB74526	2504907305
SCAT_1807	embl-cds:CCB74527	2504907304
SCAT_1808	embl-cds:CCB74528	2504907303
SCAT_1809	embl-cds:CCB74529	2504907302
SCAT_1810	embl-cds:CCB74530	2504907301
SCAT_1811	embl-cds:CCB74531	2504907300
SCAT_1812	embl-cds:CCB74532	2504907299
SCAT_1813	embl-cds:CCB74533	2504907298
SCAT_1814	embl-cds:CCB74534	2504907297
SCAT_1815	embl-cds:CCB74535	2504913286
SCAT_1816	embl-cds:CCB74536	2504913287
SCAT_1817	embl-cds:CCB74537	2504913288
SCAT_1818	embl-cds:CCB74538	2504913289
SCAT_1819	embl-cds:CCB74539	2504913290
SCAT_1820	embl-cds:CCB74540	2504913291
SCAT_1821	embl-cds:CCB74541	2504913292
SCAT_1822	embl-cds:CCB74542	2504913293
SCAT_1823	embl-cds:CCB74543	2504913294
SCAT_1824	embl-cds:CCB74544	2504913295
SCAT_1825	embl-cds:CCB74545	2504913296
SCAT_1826	embl-cds:CCB74546	2504913297
SCAT_1827	embl-cds:CCB74547	2504913298
SCAT_1828	embl-cds:CCB74548	2504913299
SCAT_1829	embl-cds:CCB74549	2504913300
SCAT_1830	embl-cds:CCB74550	2504913301
SCAT_1831	embl-cds:CCB74551	2504913302
SCAT_1832	embl-cds:CCB74552	2504913303
SCAT_1833	embl-cds:CCB74553	2504913304
SCAT_1834	embl-cds:CCB74554	2504913305
SCAT_1835	embl-cds:CCB74555	2504913306
SCAT_1836	embl-cds:CCB74556	no IMG ID
SCAT_1837	embl-cds:CCB74557	2504913307
SCAT_1838	embl-cds:CCB74558	2504913308
SCAT_1839	embl-cds:CCB74559	2504913309
SCAT_1840	embl-cds:CCB74560	2504913310
SCAT_1841	embl-cds:CCB74561	2504913311
SCAT_1842	embl-cds:CCB74562	2504913312
SCAT_1843	embl-cds:CCB74563	2504913313
SCAT_1844	embl-cds:CCB74564	2504913314
SCAT_1845	embl-cds:CCB74565	2504913315
SCAT_1846	embl-cds:CCB74566	2504913316
SCAT_1847	embl-cds:CCB74567	2504913317
SCAT_1848	embl-cds:CCB74568	2504913318
SCAT_1849	embl-cds:CCB74569	2504913319
SCAT_1850	embl-cds:CCB74570	2504913320
SCAT_1851	embl-cds:CCB74571	2504913321
SCAT_1852	embl-cds:CCB74572	2504913322
SCAT_1853	embl-cds:CCB74573	2504913323
SCAT_1854	embl-cds:CCB74574	2504913324
SCAT_1855	embl-cds:CCB74575	2504913325
SCAT_1856	embl-cds:CCB74576	2504913326
SCAT_1857	embl-cds:CCB74577	2504913327
SCAT_1858	embl-cds:CCB74578	2504913328
SCAT_1859	embl-cds:CCB74579	2504913329
SCAT_1860	embl-cds:CCB74580	2504913330
SCAT_1861	embl-cds:CCB74581	2504913331
SCAT_1862	embl-cds:CCB74582	2504913332
SCAT_1863	embl-cds:CCB74583	2504913334
SCAT_1864	embl-cds:CCB74584	2504913335
SCAT_1865	embl-cds:CCB74585	no IMG ID
SCAT_1866	embl-cds:CCB74586	2504913336
SCAT_1867	embl-cds:CCB74587	2504913337
SCAT_1869	embl-cds:CCB74588	no IMG ID
SCAT_1870	embl-cds:CCB74589	no IMG ID
SCAT_1871	embl-cds:CCB74590	2504913339
SCAT_1872	embl-cds:CCB74591	2504913340
SCAT_1873	embl-cds:CCB74592	2504913341
SCAT_1874	embl-cds:CCB74593	2504913342
SCAT_1875	embl-cds:CCB74594	2504913343
SCAT_1876	embl-cds:CCB74595	2504913344
SCAT_1877	embl-cds:CCB74596	2504913345
SCAT_1878	embl-cds:CCB74597	2504913346
SCAT_1879	embl-cds:CCB74598	2504913347
SCAT_1880	embl-cds:CCB74599	2504913348
SCAT_1881	embl-cds:CCB74600	2504913349
SCAT_1882	embl-cds:CCB74601	2504913352
SCAT_1883	embl-cds:CCB74602	2504913353
SCAT_1884	embl-cds:CCB74603	2504913354
SCAT_1885	embl-cds:CCB74604	2504913355
SCAT_1886	embl-cds:CCB74605	2504913356
SCAT_1887	embl-cds:CCB74606	2504913357
SCAT_1888	embl-cds:CCB74607	no IMG ID
SCAT_1889	embl-cds:CCB74608	2504913358
SCAT_1890	embl-cds:CCB74609	2504913359
SCAT_1891	embl-cds:CCB74610	2504913363
SCAT_1892	embl-cds:CCB74611	2504913364
SCAT_1893	embl-cds:CCB74612	2504913365
SCAT_1894	embl-cds:CCB74613	no IMG ID
SCAT_1895	embl-cds:CCB74614	2504913366
SCAT_1896	embl-cds:CCB74615	2504913367
SCAT_1897	embl-cds:CCB74616	2504913368
SCAT_1898	embl-cds:CCB74617	2504913369
SCAT_1899	embl-cds:CCB74618	2504913370
SCAT_1900	embl-cds:CCB74619	2504913371
SCAT_1901	embl-cds:CCB74620	2504913372
SCAT_1902	embl-cds:CCB74621	2504913373
SCAT_1903	embl-cds:CCB74622	2504913374
SCAT_1904	embl-cds:CCB74623	no IMG ID
SCAT_1905	embl-cds:CCB74624	2504913375
SCAT_1906	embl-cds:CCB74625	2504913376
SCAT_1907	embl-cds:CCB74626	2504913377
SCAT_1908	embl-cds:CCB74627	2504913378
SCAT_1909	embl-cds:CCB74628	2504913379
SCAT_1910	embl-cds:CCB74629	2504913380
SCAT_1911	embl-cds:CCB74630	2504913381
SCAT_1912	embl-cds:CCB74631	2504913382
SCAT_1913	embl-cds:CCB74632	2504913383
SCAT_1914	embl-cds:CCB74633	2504910051
SCAT_1915	embl-cds:CCB74634	2504910052
SCAT_1916	embl-cds:CCB74635	2504910053
SCAT_1917	embl-cds:CCB74636	2504910054
SCAT_1918	embl-cds:CCB74637	2504910055
SCAT_1919	embl-cds:CCB74638	2504910056
SCAT_1920	embl-cds:CCB74639	2504910057
SCAT_1921	embl-cds:CCB74640	2504910058
SCAT_1922	embl-cds:CCB74641	2504910059
SCAT_1923	embl-cds:CCB74642	2504910060
SCAT_1924	embl-cds:CCB74643	2504910061
SCAT_1925	embl-cds:CCB74644	2504910062
SCAT_1926	embl-cds:CCB74645	2504910063
SCAT_1927	embl-cds:CCB74646	2504910064
SCAT_1928	embl-cds:CCB74647	2504910065
SCAT_1929	embl-cds:CCB74648	2504910066
SCAT_1930	embl-cds:CCB74649	2504910067
SCAT_1931	embl-cds:CCB74650	2504910068
SCAT_1932	embl-cds:CCB74651	2504910069
SCAT_1933	embl-cds:CCB74652	2504910070
SCAT_1934	embl-cds:CCB74653	2504910071
SCAT_1935	embl-cds:CCB74654	2504910073
SCAT_1936	embl-cds:CCB74655	2504910074
SCAT_1937	embl-cds:CCB74656	2504910075
SCAT_1940	embl-cds:CCB74659	2504910078
SCAT_1941	embl-cds:CCB74660	2504910079
SCAT_1942	embl-cds:CCB74661	2504910080
SCAT_1943	embl-cds:CCB74662	no IMG ID
SCAT_1944	embl-cds:CCB74663	2504910081
SCAT_1945	embl-cds:CCB74664	2504910082
SCAT_1946	embl-cds:CCB74665	2504910083
SCAT_1947	embl-cds:CCB74666	2504910084
SCAT_1948	embl-cds:CCB74667	2504910085
SCAT_1949	embl-cds:CCB74668	2504910086
SCAT_1950	embl-cds:CCB74669	2504910087
SCAT_1951	embl-cds:CCB74670	2504910088
SCAT_1952	embl-cds:CCB74671	2504910089
SCAT_1953	embl-cds:CCB74672	2504910090
SCAT_1954	embl-cds:CCB74673	2504910091
SCAT_1955	embl-cds:CCB74674	2504910092
SCAT_1956	embl-cds:CCB74675	2504910093
SCAT_1957	embl-cds:CCB74676	2504910094
SCAT_1958	embl-cds:CCB74677	2504910095
SCAT_1959	embl-cds:CCB74678	2504910096
SCAT_1960	embl-cds:CCB74679	2504910098
SCAT_1961	embl-cds:CCB74680	2504910099
SCAT_1962	embl-cds:CCB74681	2504910101
SCAT_1963	embl-cds:CCB74682	no IMG ID
SCAT_1964	embl-cds:CCB74683	2504910102
SCAT_1965	embl-cds:CCB74684	2504910104
SCAT_1966	embl-cds:CCB74685	2504910105
SCAT_1967	embl-cds:CCB74686	2504910106
SCAT_1968	embl-cds:CCB74687	2504910107
SCAT_1969	embl-cds:CCB74688	2504910108
SCAT_1970	embl-cds:CCB74689	2504910109
SCAT_1971	embl-cds:CCB74690	2504910110
SCAT_1972	embl-cds:CCB74691	2504910111
SCAT_1973	embl-cds:CCB74692	2504910112
SCAT_1974	embl-cds:CCB74693	2504910113
SCAT_1975	embl-cds:CCB74694	no IMG ID
SCAT_1976	embl-cds:CCB74695	2504910114
SCAT_1977	embl-cds:CCB74696	2504910115
SCAT_1978	embl-cds:CCB74697	no IMG ID
SCAT_1979	embl-cds:CCB74698	2504911320
SCAT_1980	embl-cds:CCB74699	2504911321
SCAT_1981	embl-cds:CCB74700	2504911322
SCAT_1982	embl-cds:CCB74701	2504911323
SCAT_1983	embl-cds:CCB74702	2504911324
SCAT_1984	embl-cds:CCB74703	2504911325
SCAT_1985	embl-cds:CCB74704	2504911326
SCAT_1986	embl-cds:CCB74705	2504911327
SCAT_1987	embl-cds:CCB74706	2504911328
SCAT_1988	embl-cds:CCB74707	2504911330
SCAT_1989	embl-cds:CCB74708	2504911331
SCAT_1990	embl-cds:CCB74709	2504911332
SCAT_1991	embl-cds:CCB74710	2504911333
SCAT_1992	embl-cds:CCB74711	2504911334
SCAT_1993	embl-cds:CCB74712	no IMG ID
SCAT_1994	embl-cds:CCB74713	2504911336
SCAT_1995	embl-cds:CCB74714	2504911337
SCAT_1996	embl-cds:CCB74715	2504911338
SCAT_1997	embl-cds:CCB74716	2504911339
SCAT_1998	embl-cds:CCB74717	no IMG ID
SCAT_1999	embl-cds:CCB74718	2504911340
SCAT_2000	embl-cds:CCB74719	2504911341
SCAT_2001	embl-cds:CCB74720	2504911342
SCAT_2002	embl-cds:CCB74721	2504911343
SCAT_2003	embl-cds:CCB74722	2504911344
SCAT_2004	embl-cds:CCB74723	2504911345
SCAT_2005	embl-cds:CCB74724	2504911346
SCAT_2006	embl-cds:CCB74725	2504911347
SCAT_2007	embl-cds:CCB74726	2504911348
SCAT_2008	embl-cds:CCB74727	2504911349
SCAT_2009	embl-cds:CCB74728	2504911350
SCAT_2010	embl-cds:CCB74729	2504911351
SCAT_2011	embl-cds:CCB74730	2504911352
SCAT_2012	embl-cds:CCB74731	2504911353
SCAT_2013	embl-cds:CCB74732	2504911354
SCAT_2014	embl-cds:CCB74733	2504911355
SCAT_2015	embl-cds:CCB74734	2504911356
SCAT_2016	embl-cds:CCB74735	2504911357
SCAT_2017	embl-cds:CCB74736	2504911358
SCAT_2018	embl-cds:CCB74737	2504911359
SCAT_2019	embl-cds:CCB74738	2504911360
SCAT_2028	embl-cds:CCB74739	no IMG ID
SCAT_2029	embl-cds:CCB74740	2504911095
SCAT_2030	embl-cds:CCB74741	2504911094
SCAT_2031	embl-cds:CCB74742	2504911093
SCAT_2032	embl-cds:CCB74743	2504911092
SCAT_2033	embl-cds:CCB74744	2504911091
SCAT_2034	embl-cds:CCB74745	2504911090
SCAT_2035	embl-cds:CCB74746	2504911089
SCAT_2036	embl-cds:CCB74747	2504911088
SCAT_2037	embl-cds:CCB74748	2504911087
SCAT_2038	embl-cds:CCB74749	2504911085
SCAT_2039	embl-cds:CCB74750	2504911084
SCAT_2040	embl-cds:CCB74751	2504911083
SCAT_2041	embl-cds:CCB74752	no IMG ID
SCAT_2042	embl-cds:CCB74753	2504911082
SCAT_2043	embl-cds:CCB74754	2504911081
SCAT_2044	embl-cds:CCB74755	2504911080
SCAT_2045	embl-cds:CCB74756	2504911079
SCAT_2046	embl-cds:CCB74757	no IMG ID
SCAT_2047	embl-cds:CCB74758	2504906768
SCAT_2048	embl-cds:CCB74759	2504906769
SCAT_2049	embl-cds:CCB74760	2504906770
SCAT_2050	embl-cds:CCB74761	2504906771
SCAT_2051	embl-cds:CCB74762	2504906772
SCAT_2052	embl-cds:CCB74763	2504906773
SCAT_2053	embl-cds:CCB74764	2504906774
SCAT_2054	embl-cds:CCB74765	2504906775
SCAT_2055	embl-cds:CCB74766	2504906776
SCAT_2056	embl-cds:CCB74767	2504906777
SCAT_2057	embl-cds:CCB74768	2504906778
SCAT_2058	embl-cds:CCB74769	2504906779
SCAT_2059	embl-cds:CCB74770	2504906780
SCAT_2060	embl-cds:CCB74771	2504906781
SCAT_2061	embl-cds:CCB74772	2504906782
SCAT_2062	embl-cds:CCB74773	2504906783
SCAT_2063	embl-cds:CCB74774	2504906784
SCAT_2064	embl-cds:CCB74775	2504906785
SCAT_2065	embl-cds:CCB74776	2504906786
SCAT_2066	embl-cds:CCB74777	2504906787
SCAT_2067	embl-cds:CCB74778	2504906788
SCAT_2068	embl-cds:CCB74779	2504906789
SCAT_2069	embl-cds:CCB74780	2504906790
SCAT_2070	embl-cds:CCB74781	2504906791
SCAT_2071	embl-cds:CCB74782	2504906792
SCAT_2072	embl-cds:CCB74783	2504906793
SCAT_2073	embl-cds:CCB74784	2504906794
SCAT_2074	embl-cds:CCB74785	2504906795
SCAT_2075	embl-cds:CCB74786	2504906796
SCAT_2076	embl-cds:CCB74787	2504906797
SCAT_2077	embl-cds:CCB74788	2504906798
SCAT_2078	embl-cds:CCB74789	2504906799
SCAT_2079	embl-cds:CCB74790	2504906800
SCAT_2080	embl-cds:CCB74791	2504906801
SCAT_2081	embl-cds:CCB74792	2504906802
SCAT_2082	embl-cds:CCB74793	2504906803
SCAT_2083	embl-cds:CCB74794	2504906804
SCAT_2084	embl-cds:CCB74795	2504906805
SCAT_2085	embl-cds:CCB74796	2504906806
SCAT_2086	embl-cds:CCB74797	2504906807
SCAT_2087	embl-cds:CCB74798	2504906808
SCAT_2088	embl-cds:CCB74799	2504906809
SCAT_2089	embl-cds:CCB74800	2504906810
SCAT_2090	embl-cds:CCB74801	2504906811
SCAT_2091	embl-cds:CCB74802	2504906812
SCAT_2092	embl-cds:CCB74803	2504906813
SCAT_2093	embl-cds:CCB74804	2504906814
SCAT_2094	embl-cds:CCB74805	2504906815
SCAT_2095	embl-cds:CCB74806	2504906816
SCAT_2096	embl-cds:CCB74807	2504906817
SCAT_2097	embl-cds:CCB74808	2504906818
SCAT_2098	embl-cds:CCB74809	2504906819
SCAT_2099	embl-cds:CCB74810	2504906820
SCAT_2100	embl-cds:CCB74811	2504906821
SCAT_2101	embl-cds:CCB74812	2504906822
SCAT_2102	embl-cds:CCB74813	2504906823
SCAT_2103	embl-cds:CCB74814	no IMG ID
SCAT_2104	embl-cds:CCB74815	2504906825
SCAT_2105	embl-cds:CCB74816	2504906826
SCAT_2106	embl-cds:CCB74817	2504906827
SCAT_2107	embl-cds:CCB74818	2504906828
SCAT_2108	embl-cds:CCB74819	2504906829
SCAT_2109	embl-cds:CCB74820	2504906830
SCAT_2110	embl-cds:CCB74821	2504906831
SCAT_2111	embl-cds:CCB74822	2504906832
SCAT_2112	embl-cds:CCB74823	2504906833
SCAT_2113	embl-cds:CCB74824	2504906834
SCAT_2114	embl-cds:CCB74825	2504906835
SCAT_2115	embl-cds:CCB74826	no IMG ID
SCAT_2116	embl-cds:CCB74827	2504906836
SCAT_2117	embl-cds:CCB74828	2504906837
SCAT_2118	embl-cds:CCB74829	2504906838
SCAT_2119	embl-cds:CCB74830	no IMG ID
SCAT_2120	embl-cds:CCB74831	2504910400
SCAT_2121	embl-cds:CCB74832	2504910399
SCAT_2122	embl-cds:CCB74833	2504910398
SCAT_2123	embl-cds:CCB74834	2504913696
SCAT_2124	embl-cds:CCB74835	2504910396
SCAT_2125	embl-cds:CCB74836	2504913817
SCAT_2126	embl-cds:CCB74837	2504913818
SCAT_2127	embl-cds:CCB74838	2504913819
SCAT_2128	embl-cds:CCB74839	2504913820
SCAT_2129	embl-cds:CCB74840	2504913821
SCAT_2130	embl-cds:CCB74841	2504906717
SCAT_2131	embl-cds:CCB74842	2504906718
SCAT_2132	embl-cds:CCB74843	2504906719
SCAT_2133	embl-cds:CCB74844	2504906720
SCAT_2134	embl-cds:CCB74845	2504906721
SCAT_2135	embl-cds:CCB74846	2504906723
SCAT_2136	embl-cds:CCB74847	2504906724
SCAT_2137	embl-cds:CCB74848	2504906725
SCAT_2138	embl-cds:CCB74849	2504906726
SCAT_2139	embl-cds:CCB74850	2504906727
SCAT_2140	embl-cds:CCB74851	2504906728
SCAT_2141	embl-cds:CCB74852	2504906729
SCAT_2142	embl-cds:CCB74853	2504906730
SCAT_2143	embl-cds:CCB74854	2504906731
SCAT_2144	embl-cds:CCB74855	2504906732
SCAT_2145	embl-cds:CCB74856	2504906733
SCAT_2146	embl-cds:CCB74857	2504906734
SCAT_2147	embl-cds:CCB74858	2504906735
SCAT_2148	embl-cds:CCB74859	2504906736
SCAT_2149	embl-cds:CCB74860	2504906737
